serial,quick_sort,1,single,1,10000,0.0017745479708537459
serial,merge_sort,1,single,1,10000,0.0017805900424718857
serial,enumeration_sort,1,single,1,10000,0.22913147008512169
serial,quick_sort,1,single,1,10000,0.0013099230127409101
serial,merge_sort,1,single,1,10000,0.0011924699647352099
serial,enumeration_sort,1,single,1,10000,0.21797064796555787
serial,quick_sort,1,single,1,10000,0.0013344599865376949
serial,merge_sort,1,single,1,10000,0.0011685240315273404
serial,enumeration_sort,1,single,1,10000,0.21881870098877698
serial,quick_sort,1,single,1,10000,0.001317278016358614
serial,merge_sort,1,single,1,10000,0.0011577139375731349
serial,enumeration_sort,1,single,1,10000,0.21535995800513774
serial,quick_sort,1,single,1,10000,0.0013270459603518248
serial,merge_sort,1,single,1,10000,0.001160859945230186
serial,enumeration_sort,1,single,1,10000,0.21512454992625862
serial,quick_sort,1,tasks,2,10000,0.0015381879638880491
serial,merge_sort,1,tasks,2,10000,0.0016531060682609677
serial,enumeration_sort,1,parallel,2,10000,0.24678324710112065
serial,quick_sort,1,tasks,2,10000,0.0015266959089785814
serial,merge_sort,1,tasks,2,10000,0.00084662099834531546
serial,enumeration_sort,1,parallel,2,10000,0.24536765203811228
serial,quick_sort,1,tasks,2,10000,0.0015246820403262973
serial,merge_sort,1,tasks,2,10000,0.0011797959450632334
serial,enumeration_sort,1,parallel,2,10000,0.24488813802599907
serial,quick_sort,1,tasks,2,10000,0.0015138810267671943
serial,merge_sort,1,tasks,2,10000,0.0008288270328193903
serial,enumeration_sort,1,parallel,2,10000,0.24484741000924259
serial,quick_sort,1,tasks,2,10000,0.0015333489282056689
serial,merge_sort,1,tasks,2,10000,0.00083014997653663158
serial,enumeration_sort,1,parallel,2,10000,0.24503666092641652
serial,quick_sort,1,tasks,4,10000,0.0015224480303004384
serial,merge_sort,1,tasks,4,10000,0.0010415429715067148
serial,enumeration_sort,1,parallel,4,10000,0.12605371896643192
serial,quick_sort,1,tasks,4,10000,0.001520243939012289
serial,merge_sort,1,tasks,4,10000,0.00090410106349736452
serial,enumeration_sort,1,parallel,4,10000,0.1232533190632239
serial,quick_sort,1,tasks,4,10000,0.0015067480271682143
serial,merge_sort,1,tasks,4,10000,0.0007378850132226944
serial,enumeration_sort,1,parallel,4,10000,0.12384064600337297
serial,quick_sort,1,tasks,4,10000,0.0015081000747159123
serial,merge_sort,1,tasks,4,10000,0.00069724791683256626
serial,enumeration_sort,1,parallel,4,10000,0.12338424799963832
serial,quick_sort,1,tasks,4,10000,0.0014584360178560019
serial,merge_sort,1,tasks,4,10000,0.00079708697739988565
serial,enumeration_sort,1,parallel,4,10000,0.12392555794212967
serial,quick_sort,1,tasks,8,10000,0.0015278579667210579
serial,merge_sort,1,tasks,8,10000,0.0010840429458767176
serial,enumeration_sort,1,parallel,8,10000,0.064466087962500751
serial,quick_sort,1,tasks,8,10000,0.0015412329230457544
serial,merge_sort,1,tasks,8,10000,0.00059364899061620235
serial,enumeration_sort,1,parallel,8,10000,0.062408603029325604
serial,quick_sort,1,tasks,8,10000,0.001537366071715951
serial,merge_sort,1,tasks,8,10000,0.00058912101667374372
serial,enumeration_sort,1,parallel,8,10000,0.06242498301435262
serial,quick_sort,1,tasks,8,10000,0.0015506919007748365
serial,merge_sort,1,tasks,8,10000,0.00055046798661351204
serial,enumeration_sort,1,parallel,8,10000,0.062290968955494463
serial,quick_sort,1,tasks,8,10000,0.0015157549642026424
serial,merge_sort,1,tasks,8,10000,0.00054066895972937346
serial,enumeration_sort,1,parallel,8,10000,0.06257973809260875
serial,quick_sort,1,single,1,100000,0.016859187977388501
serial,merge_sort,1,single,1,100000,0.014499436947517097
serial,enumeration_sort,1,single,1,100000,23.793144859024324
serial,quick_sort,1,single,1,100000,0.016532424022443593
serial,merge_sort,1,single,1,100000,0.01424237503670156
serial,enumeration_sort,1,single,1,100000,24.087946486077271
serial,quick_sort,1,single,1,100000,0.016615599975921214
serial,merge_sort,1,single,1,100000,0.014306836994364858
serial,enumeration_sort,1,single,1,100000,23.860564040951431
serial,quick_sort,1,single,1,100000,0.016817611991427839
serial,merge_sort,1,single,1,100000,0.014352621976286173
serial,enumeration_sort,1,single,1,100000,23.868448765948415
serial,quick_sort,1,single,1,100000,0.016686971997842193
serial,merge_sort,1,single,1,100000,0.014173237956129014
serial,enumeration_sort,1,single,1,100000,23.69479900796432
serial,quick_sort,1,tasks,2,100000,0.018825317965820432
serial,merge_sort,1,tasks,2,100000,0.016574395005591214
serial,enumeration_sort,1,parallel,2,100000,24.345371789066121
serial,quick_sort,1,tasks,2,100000,0.01875613396987319
serial,merge_sort,1,tasks,2,100000,0.0097664709901437163
serial,enumeration_sort,1,parallel,2,100000,24.352718014968559
serial,quick_sort,1,tasks,2,100000,0.018806887906976044
serial,merge_sort,1,tasks,2,100000,0.010172402020543814
serial,enumeration_sort,1,parallel,2,100000,24.387363102985546
