write,parallel,2,1000,0.00128203199710697
read,parallel,2,1000,0.00022761197760701
write,parallel,2,10000,0.00024643808137625
read,parallel,2,10000,0.00022496702149510
write,parallel,2,100000,0.00051805295515805
read,parallel,2,100000,0.00038732495158911
write,parallel,2,1000000,0.00345553492661566
read,parallel,2,1000000,0.00245658005587757
write,parallel,2,10000000,0.03025192103814334
read,parallel,2,10000000,0.02061581902671605
write,parallel,2,100000000,0.26224008109420538
read,parallel,2,100000000,0.20365857600700110
write,parallel,2,1000000000,2.33219554298557341
read,parallel,2,1000000000,1.72195884701795876
write,parallel,4,1000,0.00180401897523552
read,parallel,4,1000,0.00040639005601406
write,parallel,4,10000,0.00041209196206182
read,parallel,4,10000,0.00032692996319383
write,parallel,4,100000,0.00094552303198725
read,parallel,4,100000,0.00043793104123324
write,parallel,4,1000000,0.00507820700295269
read,parallel,4,1000000,0.00147267198190093
write,parallel,4,10000000,0.02934552996885031
read,parallel,4,10000000,0.01268213102594018
write,parallel,4,100000000,0.27607268595602363
read,parallel,4,100000000,0.11224574293009937
write,parallel,4,1000000000,2.56842297001276165
read,parallel,4,1000000000,0.91512619296554476
write,parallel,8,1000,0.00323424104135484
read,parallel,8,1000,0.00060064799617976
write,parallel,8,10000,0.00056265597231686
read,parallel,8,10000,0.00050195201765746
write,parallel,8,100000,0.00092178699560463
read,parallel,8,100000,0.00056386901997030
write,parallel,8,1000000,0.00481251301243901
read,parallel,8,1000000,0.00141159596387297
write,parallel,8,10000000,0.03554975998122245
read,parallel,8,10000000,0.00975792703684419
write,parallel,8,100000000,0.29227096308022738
read,parallel,8,100000000,0.08426024799700826
write,parallel,8,1000000000,2.50318032107315958
read,parallel,8,1000000000,0.64539581502322108
write,parallel,16,1000,0.00324893894139677
read,parallel,16,1000,0.00131786800920963
write,parallel,16,10000,0.00104067206848413
read,parallel,16,10000,0.00094674492720515
write,parallel,16,100000,0.00184024893678725
read,parallel,16,100000,0.00095584196969867
write,parallel,16,1000000,0.00528551905881613
read,parallel,16,1000000,0.00161922001279891
write,parallel,16,10000000,0.03740650904364884
read,parallel,16,10000000,0.00798419502098113
write,parallel,16,100000000,0.31295953306835145
read,parallel,16,100000000,0.06939155003055930
write,parallel,16,1000000000,2.81856581999454647
read,parallel,16,1000000000,0.56617213401477784
write,parallel,24,1000,0.08320292504504323
read,parallel,24,1000,0.10443982493598014
write,parallel,24,10000,0.05870039504952729
read,parallel,24,10000,0.05045668000821024
write,parallel,24,100000,0.06119370099622756
read,parallel,24,100000,0.04587846307549626
write,parallel,24,1000000,0.08952816389501095
read,parallel,24,1000000,0.06090093601960689
write,parallel,24,10000000,0.13659660099074244
read,parallel,24,10000000,0.04421239590737969
write,parallel,24,100000000,0.46720294898841530
read,parallel,24,100000000,0.14390343101695180
write,parallel,24,1000000000,3.22804032498970628
read,parallel,24,1000000000,0.58305522904265672
